optim,name_db,type_prob,score_type,run_total,time_limit,elapsed_time,num_rows,num_cols,num_classes,train_val_size,test_size,NFS,FINAL_SCORE_VAL,FINAL_SCORE_TST,name_file,model,best_feats
SKGENETICSOPT,wall-robot-navigation,multiclass,f1_macro,0,120.0,36.859750457604726,5456,24,4,2728,2728,16,0.6832818475995943,0.689479,wall.csv,"LogisticRegression(C=136.2021635265941, max_iter=5000)","Index(['V3', 'V4', 'V7', 'V9', 'V13', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19',
       'V20', 'V21', 'V22', 'V23', 'V24'],
      dtype='object')"
SKGENETICSOPT,wall-robot-navigation,multiclass,f1_macro,1,120.0,36.8267676393191,5456,24,4,2728,2728,15,0.6874246405360701,0.701737,wall.csv,"LogisticRegression(C=462.5032932437539, max_iter=5000)","Index(['V1', 'V3', 'V5', 'V9', 'V11', 'V13', 'V15', 'V17', 'V18', 'V19', 'V20',
       'V21', 'V22', 'V23', 'V24'],
      dtype='object')"
SKGENETICSOPT,wall-robot-navigation,multiclass,f1_macro,2,120.0,36.41829622189204,5456,24,4,2728,2728,17,0.6826300658953671,0.688085,wall.csv,"LogisticRegression(C=47.152492158539964, max_iter=5000)","Index(['V1', 'V2', 'V3', 'V4', 'V6', 'V9', 'V13', 'V15', 'V16', 'V17', 'V18',
       'V19', 'V20', 'V21', 'V22', 'V23', 'V24'],
      dtype='object')"
SKGENETICSOPT,wall-robot-navigation,multiclass,f1_macro,3,120.0,36.809255770842235,5456,24,4,2728,2728,17,0.6875233323795423,0.684021,wall.csv,"LogisticRegression(C=288.47943684344494, max_iter=5000)","Index(['V3', 'V4', 'V5', 'V6', 'V7', 'V9', 'V11', 'V13', 'V15', 'V16', 'V17',
       'V18', 'V20', 'V21', 'V22', 'V23', 'V24'],
      dtype='object')"
SKGENETICSOPT,wall-robot-navigation,multiclass,f1_macro,4,120.0,36.55092537005742,5456,24,4,2728,2728,15,0.6900939670046192,0.690185,wall.csv,"LogisticRegression(C=100.97059433378871, max_iter=5000)","Index(['V1', 'V4', 'V6', 'V9', 'V11', 'V13', 'V15', 'V17', 'V18', 'V19', 'V20',
       'V21', 'V22', 'V23', 'V24'],
      dtype='object')"
SKGENETICSOPT,page-blocks,multiclass,f1_macro,0,120.0,38.802735618750255,5473,10,5,2736,2737,10,0.791956443335844,0.820174,page.csv,"LogisticRegression(C=1.8357682342802581, max_iter=5000)","Index(['height', 'lenght', 'area', 'eccen', 'p_black', 'p_and', 'mean_tr',
       'blackpix', 'blackand', 'wb_trans'],
      dtype='object')"
SKGENETICSOPT,page-blocks,multiclass,f1_macro,1,120.0,66.37880105177561,5473,10,5,2736,2737,8,0.8359163884270531,0.811471,page.csv,"LogisticRegression(C=406.09617928769774, max_iter=5000)","Index(['height', 'lenght', 'area', 'p_black', 'p_and', 'mean_tr', 'blackpix',
       'blackand'],
      dtype='object')"
SKGENETICSOPT,page-blocks,multiclass,f1_macro,2,120.0,46.0163229505221,5473,10,5,2736,2737,7,0.796366776332943,0.83434,page.csv,"LogisticRegression(C=24.396120408336056, max_iter=5000)","Index(['height', 'lenght', 'area', 'eccen', 'p_black', 'p_and', 'blackpix'], dtype='object')"
SKGENETICSOPT,page-blocks,multiclass,f1_macro,3,120.0,45.827807466189064,5473,10,5,2736,2737,9,0.8394770101925856,0.833037,page.csv,"LogisticRegression(C=37.43658930320761, max_iter=5000)","Index(['height', 'lenght', 'area', 'eccen', 'p_black', 'p_and', 'mean_tr',
       'blackpix', 'wb_trans'],
      dtype='object')"
SKGENETICSOPT,page-blocks,multiclass,f1_macro,4,120.0,43.91987984577815,5473,10,5,2736,2737,8,0.8235528698439257,0.824337,page.csv,"LogisticRegression(C=102.15762042816334, max_iter=5000)","Index(['height', 'lenght', 'area', 'p_black', 'p_and', 'mean_tr', 'blackpix',
       'blackand'],
      dtype='object')"
SKGENETICSOPT,GesturePhaseSegmentationProcessed,multiclass,f1_macro,0,120.0,40.68963218530019,9873,32,5,4936,4937,22,0.34470404475137484,0.34695,GesturePhaseSegmentationProcessed.csv,"LogisticRegression(C=77.12177366073908, max_iter=5000)","Index(['X2', 'X3', 'X4', 'X5', 'X6', 'X8', 'X9', 'X11', 'X13', 'X15', 'X16',
       'X17', 'X18', 'X19', 'X22', 'X25', 'X26', 'X27', 'X28', 'X29', 'X30',
       'X32'],
      dtype='object')"
SKGENETICSOPT,GesturePhaseSegmentationProcessed,multiclass,f1_macro,1,120.0,40.864343253771466,9873,32,5,4936,4937,22,0.3382474912916127,0.348572,GesturePhaseSegmentationProcessed.csv,"LogisticRegression(C=30.913471824786807, max_iter=5000)","Index(['X2', 'X3', 'X4', 'X5', 'X6', 'X8', 'X10', 'X11', 'X12', 'X14', 'X16',
       'X17', 'X18', 'X20', 'X22', 'X25', 'X26', 'X27', 'X28', 'X30', 'X31',
       'X32'],
      dtype='object')"
SKGENETICSOPT,GesturePhaseSegmentationProcessed,multiclass,f1_macro,2,120.0,41.05056115786235,9873,32,5,4936,4937,21,0.34007476638162093,0.346382,GesturePhaseSegmentationProcessed.csv,"LogisticRegression(C=9.298719783828199, max_iter=5000)","Index(['X2', 'X5', 'X6', 'X8', 'X9', 'X11', 'X12', 'X13', 'X17', 'X18', 'X19',
       'X20', 'X24', 'X25', 'X26', 'X27', 'X28', 'X29', 'X30', 'X31', 'X32'],
      dtype='object')"
SKGENETICSOPT,GesturePhaseSegmentationProcessed,multiclass,f1_macro,3,120.0,41.083477878570555,9873,32,5,4936,4937,23,0.3379877205829339,0.341798,GesturePhaseSegmentationProcessed.csv,"LogisticRegression(C=288.47943684344494, max_iter=5000)","Index(['X1', 'X2', 'X3', 'X5', 'X7', 'X9', 'X10', 'X11', 'X12', 'X13', 'X14',
       'X16', 'X17', 'X22', 'X23', 'X25', 'X26', 'X27', 'X28', 'X29', 'X30',
       'X31', 'X32'],
      dtype='object')"
SKGENETICSOPT,GesturePhaseSegmentationProcessed,multiclass,f1_macro,4,120.0,41.307601630687714,9873,32,5,4936,4937,22,0.3360522522761471,0.346845,GesturePhaseSegmentationProcessed.csv,"LogisticRegression(C=6.366252597427169, max_iter=5000)","Index(['X4', 'X5', 'X6', 'X8', 'X9', 'X10', 'X11', 'X12', 'X13', 'X15', 'X16',
       'X17', 'X18', 'X20', 'X22', 'X25', 'X26', 'X27', 'X28', 'X29', 'X30',
       'X32'],
      dtype='object')"
SKGENETICSOPT,thyroid-allbp,multiclass,f1_macro,0,120.0,49.881425603230795,2800,46,5,1400,1400,26,0.4749075225803689,0.4682,thyroid.csv,"LogisticRegression(C=11.919771507353556, max_iter=5000)","Index(['V1', 'V2_1', 'V3_2', 'V4_1', 'V4_2', 'V5_2', 'V6_1', 'V6_2', 'V7_1',
       'V7_2', 'V9_2', 'V10_2', 'V11_1', 'V11_2', 'V12_2', 'V14_1', 'V15_2',
       'V16_1', 'V17_1', 'V17_2', 'V18', 'V19_2', 'V20', 'V22', 'V23_1',
       'V25_1'],
      dtype='object')"
SKGENETICSOPT,thyroid-allbp,multiclass,f1_macro,1,120.0,54.44761349360148,2800,46,5,1400,1400,27,0.4802512531374066,0.475485,thyroid.csv,"LogisticRegression(C=4.867644932731512, max_iter=5000)","Index(['V1', 'V2_2', 'V3_1', 'V4_2', 'V6_1', 'V6_2', 'V7_1', 'V7_2', 'V10_1',
       'V10_2', 'V11_2', 'V12_1', 'V13_1', 'V13_2', 'V15_2', 'V16_1', 'V16_2',
       'V17_1', 'V19_2', 'V20', 'V21_1', 'V21_2', 'V22', 'V23_2', 'V24',
       'V25_1', 'V26'],
      dtype='object')"
SKGENETICSOPT,thyroid-allbp,multiclass,f1_macro,2,120.0,89.54884632825852,2800,46,5,1400,1400,19,0.495057537953178,0.476269,thyroid.csv,"LogisticRegression(C=9.298719783828199, max_iter=5000)","Index(['V1', 'V2_1', 'V2_2', 'V3_2', 'V4_1', 'V5_1', 'V5_2', 'V6_1', 'V6_2',
       'V9_1', 'V10_2', 'V12_1', 'V16_1', 'V17_2', 'V19_1', 'V20', 'V22',
       'V25_1', 'V26'],
      dtype='object')"
SKGENETICSOPT,thyroid-allbp,multiclass,f1_macro,3,120.0,84.56766855716705,2800,46,5,1400,1400,27,0.47371584684551643,0.476663,thyroid.csv,"LogisticRegression(C=823.0885999454213, max_iter=5000)","Index(['V1', 'V2_1', 'V2_2', 'V3_2', 'V5_1', 'V5_2', 'V8_1', 'V9_1', 'V10_1',
       'V11_1', 'V12_1', 'V12_2', 'V14_1', 'V14_2', 'V15_1', 'V15_2', 'V16_1',
       'V17_1', 'V17_2', 'V19_2', 'V21_1', 'V22', 'V23_1', 'V23_2', 'V25_1',
       'V25_2', 'V26'],
      dtype='object')"
SKGENETICSOPT,thyroid-allbp,multiclass,f1_macro,4,120.0,88.97242653767267,2800,46,5,1400,1400,21,0.47793178486426785,0.455587,thyroid.csv,"LogisticRegression(C=103.58831107054002, max_iter=5000)","Index(['V1', 'V3_2', 'V6_1', 'V6_2', 'V7_1', 'V7_2', 'V8_1', 'V9_2', 'V10_1',
       'V12_1', 'V14_1', 'V16_1', 'V16_2', 'V17_1', 'V18', 'V19_2', 'V20',
       'V21_2', 'V23_1', 'V25_2', 'V26'],
      dtype='object')"
SKGENETICSOPT,microaggregation2,multiclass,f1_macro,0,120.0,78.64709835449854,20000,20,5,10000,10000,14,0.23934627978795212,0.238555,microaggregation2.csv,"LogisticRegression(C=525.4561334483005, max_iter=5000)","Index(['a1', 'a2', 'a3', 'a5', 'a6', 'a7', 'a10', 'a11', 'a12', 'a14', 'a15',
       'a16', 'a17', 'a18'],
      dtype='object')"
SKGENETICSOPT,microaggregation2,multiclass,f1_macro,1,120.0,84.35334519545238,20000,20,5,10000,10000,16,0.23751473516802438,0.237171,microaggregation2.csv,"LogisticRegression(C=972.9274231754086, max_iter=5000)","Index(['a1', 'a4', 'a5', 'a6', 'a7', 'a8', 'a9', 'a12', 'a13', 'a14', 'a15',
       'a16', 'a17', 'a18', 'a19', 'a20'],
      dtype='object')"
SKGENETICSOPT,microaggregation2,multiclass,f1_macro,2,120.0,84.71652870972952,20000,20,5,10000,10000,15,0.24008998096447315,0.241465,microaggregation2.csv,"LogisticRegression(C=494.52376397523034, max_iter=5000)","Index(['a1', 'a2', 'a5', 'a7', 'a8', 'a9', 'a10', 'a12', 'a13', 'a14', 'a15',
       'a16', 'a17', 'a18', 'a19'],
      dtype='object')"
SKGENETICSOPT,microaggregation2,multiclass,f1_macro,3,120.0,84.68044811487198,20000,20,5,10000,10000,16,0.2387933068748119,0.241123,microaggregation2.csv,"LogisticRegression(C=885.2629171848928, max_iter=5000)","Index(['a1', 'a2', 'a5', 'a6', 'a7', 'a8', 'a9', 'a11', 'a12', 'a13', 'a14',
       'a15', 'a16', 'a17', 'a18', 'a19'],
      dtype='object')"
SKGENETICSOPT,microaggregation2,multiclass,f1_macro,4,120.0,84.00537020762762,20000,20,5,10000,10000,14,0.24158275629255205,0.241355,microaggregation2.csv,"LogisticRegression(C=412.02487262388803, max_iter=5000)","Index(['a1', 'a2', 'a5', 'a6', 'a7', 'a10', 'a11', 'a12', 'a13', 'a15', 'a16',
       'a17', 'a18', 'a19'],
      dtype='object')"
SKGENETICSOPT,satimage,multiclass,f1_macro,0,120.0,47.04313177267711,6430,36,6,3215,3215,21,0.8202515143144572,0.801732,satimage.csv,"LogisticRegression(C=1.3168014394613097, max_iter=5000)","Index(['Aattr', 'Eattr', 'A1attr', 'D4attr', 'E5attr', 'A7attr', 'B8attr',
       'C9attr', 'E11attr', 'F12attr', 'B14attr', 'C15attr', 'D16attr',
       'E17attr', 'F18attr', 'A19attr', 'C21attr', 'D22attr', 'A25attr',
       'B26attr', 'D28attr'],
      dtype='object')"
SKGENETICSOPT,satimage,multiclass,f1_macro,1,120.0,59.78778866926829,6430,36,6,3215,3215,19,0.8222710988836391,0.807132,satimage.csv,"LogisticRegression(C=50.98774481090222, max_iter=5000)","Index(['Cattr', 'Dattr', 'Eattr', 'C3attr', 'E5attr', 'F6attr', 'C9attr',
       'F12attr', 'B14attr', 'C15attr', 'D16attr', 'E17attr', 'F18attr',
       'A19attr', 'B20attr', 'E23attr', 'A25attr', 'B26attr', 'D28attr'],
      dtype='object')"
SKGENETICSOPT,satimage,multiclass,f1_macro,2,120.0,58.20355275472005,6430,36,6,3215,3215,23,0.8243597061667277,0.805156,satimage.csv,"LogisticRegression(C=32.03816600315932, max_iter=5000)","Index(['Aattr', 'Cattr', 'Eattr', 'Fattr', 'A1attr', 'B2attr', 'E5attr',
       'F6attr', 'B8attr', 'C9attr', 'E11attr', 'F12attr', 'A13attr',
       'B14attr', 'C15attr', 'D16attr', 'E17attr', 'F18attr', 'A19attr',
       'D22attr', 'E23attr', 'A25attr', 'B26attr'],
      dtype='object')"
SKGENETICSOPT,satimage,multiclass,f1_macro,3,120.0,54.36932232379913,6430,36,6,3215,3215,25,0.8207052122229598,0.796669,satimage.csv,"LogisticRegression(C=36.40831338420263, max_iter=5000)","Index(['Aattr', 'Battr', 'Cattr', 'Eattr', 'Fattr', 'B2attr', 'C3attr',
       'E5attr', 'F6attr', 'B8attr', 'C9attr', 'E11attr', 'A13attr', 'B14attr',
       'D16attr', 'E17attr', 'F18attr', 'A19attr', 'C21attr', 'D22attr',
       'B26attr', 'C27attr', 'D28attr', 'E29attr', 'F30attr'],
      dtype='object')"
SKGENETICSOPT,satimage,multiclass,f1_macro,4,120.0,52.93896242777507,6430,36,6,3215,3215,23,0.8239043240396086,0.799026,satimage.csv,"LogisticRegression(C=4.578809500155567, max_iter=5000)","Index(['Battr', 'Eattr', 'Fattr', 'A1attr', 'B2attr', 'C3attr', 'E5attr',
       'B8attr', 'C9attr', 'D10attr', 'E11attr', 'F12attr', 'A13attr',
       'B14attr', 'C15attr', 'D16attr', 'E17attr', 'C21attr', 'E23attr',
       'B26attr', 'C27attr', 'D28attr', 'E29attr'],
      dtype='object')"
SKGENETICSOPT,cjs,multiclass,f1_macro,0,120.0,58.77882965803146,2796,99,6,1398,1398,55,0.9993979594554997,0.997499,cjs.csv,"LogisticRegression(C=1000.0, max_iter=5000)","Index(['N', 'TREE_D10', 'TREE_D13', 'TREE_D14', 'TREE_D16', 'TREE_D18',
       'TREE_D20', 'TREE_D21', 'TREE_D22', 'TREE_G2', 'TREE_G20', 'TREE_G21',
       'TREE_G27', 'TREE_G29', 'TREE_G4', 'TREE_G6', 'TREE_G9', 'TREE_J10',
       'TREE_J12', 'TREE_J13', 'TREE_J15', 'TREE_J17', 'TREE_J19', 'TREE_J20',
       'TREE_J25', 'TREE_J27', 'TREE_J6', 'TREE_J8', 'TREE_M10', 'TREE_M17',
       'TREE_M20', 'TREE_M6', 'TREE_O27', 'TREE_O33', 'TREE_Q17', 'TREE_Q19',
       'TREE_Q23', 'TREE_Q25', 'TREE_Q34', 'TREE_Q4', 'BR_C', 'BR_F', 'BR_J',
       'INTERNODE_4', 'INTERNODE_7', 'INTERNODE_11', 'INTERNODE_12',
       'INTERNODE_17', 'INTERNODE_20', 'INTERNODE_24', 'INTERNODE_25',
       'INTERNODE_26', 'INTERNODE_27', 'INTERNODE_28', 'INTERNODE_29'],
      dtype='object')"
SKGENETICSOPT,cjs,multiclass,f1_macro,1,120.0,72.24220071236293,2796,99,6,1398,1398,42,0.9988258638883792,0.997134,cjs.csv,"LogisticRegression(C=462.5032932437539, max_iter=5000)","Index(['N', 'TREE_D10', 'TREE_D13', 'TREE_D16', 'TREE_D18', 'TREE_G10',
       'TREE_G20', 'TREE_G24', 'TREE_G4', 'TREE_G5', 'TREE_G6', 'TREE_G7',
       'TREE_G8', 'TREE_J1', 'TREE_J10', 'TREE_J12', 'TREE_J15', 'TREE_J19',
       'TREE_J20', 'TREE_J25', 'TREE_J27', 'TREE_J6', 'TREE_M20', 'TREE_M33',
       'TREE_M6', 'TREE_O27', 'TREE_O28', 'TREE_Q12', 'TREE_Q3', 'TREE_Q34',
       'TREE_Q4', 'TREE_Q5', 'BR_A', 'BR_G', 'BR_H', 'BR_I', 'BR_J',
       'INTERNODE_16', 'INTERNODE_17', 'INTERNODE_18', 'INTERNODE_23',
       'INTERNODE_26'],
      dtype='object')"
SKGENETICSOPT,cjs,multiclass,f1_macro,2,120.0,66.30407690207163,2796,99,6,1398,1398,45,0.9994300328827184,0.993042,cjs.csv,"LogisticRegression(C=186.21004614156266, max_iter=5000)","Index(['N', 'TREE_D10', 'TREE_D14', 'TREE_D18', 'TREE_D19', 'TREE_D21',
       'TREE_G10', 'TREE_G28', 'TREE_G4', 'TREE_G5', 'TREE_G6', 'TREE_J1',
       'TREE_J15', 'TREE_J17', 'TREE_J20', 'TREE_J25', 'TREE_J29', 'TREE_J31',
       'TREE_J6', 'TREE_M20', 'TREE_M6', 'TREE_O20', 'TREE_O27', 'TREE_O33',
       'TREE_Q12', 'TREE_Q17', 'TREE_Q19', 'TREE_Q34', 'TREE_Q5', 'BR_A',
       'BR_D', 'BR_E', 'BR_J', 'INTERNODE_2', 'INTERNODE_3', 'INTERNODE_5',
       'INTERNODE_7', 'INTERNODE_8', 'INTERNODE_12', 'INTERNODE_16',
       'INTERNODE_24', 'INTERNODE_25', 'INTERNODE_26', 'INTERNODE_27',
       'INTERNODE_29'],
      dtype='object')"
SKGENETICSOPT,cjs,multiclass,f1_macro,3,120.0,82.32513427337011,2796,99,6,1398,1398,42,0.9993934882695118,0.999423,cjs.csv,"LogisticRegression(C=288.47943684344494, max_iter=5000)","Index(['N', 'TREE_D10', 'TREE_D14', 'TREE_D19', 'TREE_D20', 'TREE_D21',
       'TREE_D22', 'TREE_G21', 'TREE_G24', 'TREE_G29', 'TREE_G5', 'TREE_G6',
       'TREE_G7', 'TREE_G9', 'TREE_J1', 'TREE_J10', 'TREE_J12', 'TREE_J19',
       'TREE_J25', 'TREE_J31', 'TREE_J6', 'TREE_M25', 'TREE_M33', 'TREE_O20',
       'TREE_O27', 'TREE_O33', 'TREE_O3O', 'TREE_Q12', 'TREE_Q23', 'TREE_Q34',
       'TREE_Q4', 'TREE_Q5', 'BR_A', 'BR_D', 'BR_F', 'BR_I', 'INTERNODE_1',
       'INTERNODE_8', 'INTERNODE_23', 'INTERNODE_24', 'INTERNODE_25',
       'INTERNODE_27'],
      dtype='object')"
SKGENETICSOPT,cjs,multiclass,f1_macro,4,120.0,77.98296030362447,2796,99,6,1398,1398,40,1.0,0.999145,cjs.csv,"LogisticRegression(C=1000.0, max_iter=5000)","Index(['N', 'TREE_D10', 'TREE_D13', 'TREE_D14', 'TREE_D20', 'TREE_D22',
       'TREE_G10', 'TREE_G21', 'TREE_G29', 'TREE_G7', 'TREE_G8', 'TREE_G9',
       'TREE_J10', 'TREE_J12', 'TREE_J13', 'TREE_J20', 'TREE_J25', 'TREE_J27',
       'TREE_J29', 'TREE_J31', 'TREE_J6', 'TREE_M10', 'TREE_M20', 'TREE_M25',
       'TREE_M6', 'TREE_O20', 'TREE_O28', 'TREE_Q19', 'TREE_Q4', 'BR_D',
       'BR_G', 'BR_J', 'IN', 'INTERNODE_2', 'INTERNODE_9', 'INTERNODE_10',
       'INTERNODE_23', 'INTERNODE_25', 'INTERNODE_26', 'INTERNODE_29'],
      dtype='object')"
SKGENETICSOPT,first-order-theorem-proving,multiclass,f1_macro,0,120.0,56.116410326957705,6118,51,6,3059,3059,29,0.3485680494308347,0.314986,first.csv,"LogisticRegression(C=354.1249192543045, max_iter=5000)","Index(['V1', 'V5', 'V7', 'V8', 'V10', 'V11', 'V12', 'V16', 'V18', 'V19', 'V24',
       'V25', 'V26', 'V27', 'V29', 'V31', 'V32', 'V33', 'V34', 'V36', 'V38',
       'V41', 'V42', 'V43', 'V44', 'V45', 'V46', 'V47', 'V51'],
      dtype='object')"
SKGENETICSOPT,first-order-theorem-proving,multiclass,f1_macro,1,120.0,60.45151546398799,6118,51,6,3059,3059,28,0.3445017957382884,0.312779,first.csv,"LogisticRegression(C=177.73436920806355, max_iter=5000)","Index(['V1', 'V2', 'V3', 'V7', 'V8', 'V9', 'V11', 'V18', 'V19', 'V20', 'V21',
       'V22', 'V23', 'V24', 'V26', 'V30', 'V31', 'V32', 'V33', 'V34', 'V35',
       'V36', 'V38', 'V41', 'V45', 'V47', 'V49', 'V50'],
      dtype='object')"
SKGENETICSOPT,first-order-theorem-proving,multiclass,f1_macro,2,120.0,58.30889351367951,6118,51,6,3059,3059,34,0.3525778080077439,0.31796,first.csv,"LogisticRegression(C=4.136360454025188, max_iter=5000)","Index(['V3', 'V5', 'V8', 'V9', 'V10', 'V11', 'V12', 'V14', 'V15', 'V16', 'V17',
       'V18', 'V20', 'V21', 'V22', 'V26', 'V29', 'V31', 'V32', 'V34', 'V35',
       'V36', 'V37', 'V38', 'V40', 'V41', 'V42', 'V43', 'V44', 'V45', 'V46',
       'V48', 'V49', 'V50'],
      dtype='object')"
SKGENETICSOPT,first-order-theorem-proving,multiclass,f1_macro,3,120.0,51.18970575730006,6118,51,6,3059,3059,30,0.3419732213972285,0.309504,first.csv,"LogisticRegression(C=13.303155349133618, max_iter=5000)","Index(['V1', 'V2', 'V4', 'V7', 'V12', 'V13', 'V16', 'V17', 'V19', 'V20', 'V21',
       'V22', 'V24', 'V25', 'V27', 'V28', 'V29', 'V31', 'V32', 'V37', 'V38',
       'V40', 'V42', 'V43', 'V44', 'V45', 'V46', 'V47', 'V48', 'V51'],
      dtype='object')"
SKGENETICSOPT,first-order-theorem-proving,multiclass,f1_macro,4,120.0,69.1662206808726,6118,51,6,3059,3059,32,0.3497463920835722,0.320454,first.csv,"LogisticRegression(C=3.8424747312138847, max_iter=5000)","Index(['V1', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V16', 'V17',
       'V18', 'V20', 'V25', 'V26', 'V27', 'V28', 'V30', 'V32', 'V33', 'V34',
       'V35', 'V37', 'V38', 'V40', 'V42', 'V44', 'V45', 'V46', 'V48', 'V49',
       'V50'],
      dtype='object')"
SKGENETICSOPT,gas-drift,multiclass,f1_macro,0,120.0,330.7242232720057,13910,128,6,6955,6955,60,0.992839425218564,0.98782,gas.csv,"LogisticRegression(C=62.18450258867658, max_iter=5000)","Index(['V1', 'V2', 'V11', 'V12', 'V14', 'V15', 'V16', 'V18', 'V21', 'V30',
       'V31', 'V34', 'V35', 'V39', 'V40', 'V41', 'V42', 'V43', 'V44', 'V45',
       'V47', 'V49', 'V50', 'V53', 'V54', 'V55', 'V57', 'V58', 'V59', 'V60',
       'V63', 'V64', 'V71', 'V73', 'V74', 'V75', 'V78', 'V80', 'V82', 'V84',
       'V87', 'V88', 'V91', 'V94', 'V95', 'V102', 'V104', 'V107', 'V108',
       'V110', 'V113', 'V114', 'V116', 'V120', 'V121', 'V122', 'V124', 'V125',
       'V126', 'V127'],
      dtype='object')"
SKGENETICSOPT,gas-drift,multiclass,f1_macro,1,120.0,252.07575213511785,13910,128,6,6955,6955,70,0.9925684117243876,0.988757,gas.csv,"LogisticRegression(C=14.34097204167525, max_iter=5000)","Index(['V1', 'V2', 'V3', 'V7', 'V8', 'V10', 'V11', 'V14', 'V17', 'V18', 'V20',
       'V21', 'V22', 'V23', 'V25', 'V27', 'V28', 'V29', 'V30', 'V41', 'V44',
       'V47', 'V49', 'V50', 'V51', 'V52', 'V54', 'V55', 'V58', 'V59', 'V61',
       'V63', 'V64', 'V65', 'V67', 'V68', 'V70', 'V71', 'V72', 'V75', 'V78',
       'V79', 'V82', 'V83', 'V86', 'V87', 'V89', 'V90', 'V91', 'V93', 'V99',
       'V100', 'V101', 'V103', 'V105', 'V106', 'V110', 'V111', 'V112', 'V113',
       'V114', 'V116', 'V118', 'V120', 'V122', 'V123', 'V124', 'V126', 'V127',
       'V128'],
      dtype='object')"
SKGENETICSOPT,gas-drift,multiclass,f1_macro,2,120.0,192.897281618913,13910,128,6,6955,6955,76,0.991482423569788,0.9888,gas.csv,"LogisticRegression(C=7.374477242267443, max_iter=5000)","Index(['V1', 'V2', 'V4', 'V5', 'V6', 'V7', 'V8', 'V11', 'V14', 'V16', 'V17',
       'V21', 'V24', 'V25', 'V26', 'V27', 'V29', 'V30', 'V31', 'V32', 'V37',
       'V38', 'V42', 'V43', 'V44', 'V50', 'V53', 'V54', 'V55', 'V59', 'V60',
       'V63', 'V64', 'V65', 'V68', 'V70', 'V71', 'V72', 'V73', 'V74', 'V75',
       'V76', 'V77', 'V78', 'V79', 'V82', 'V83', 'V84', 'V85', 'V88', 'V89',
       'V90', 'V92', 'V94', 'V95', 'V96', 'V97', 'V99', 'V100', 'V103', 'V104',
       'V105', 'V106', 'V107', 'V109', 'V110', 'V111', 'V114', 'V116', 'V118',
       'V120', 'V122', 'V123', 'V124', 'V126', 'V128'],
      dtype='object')"
SKGENETICSOPT,gas-drift,multiclass,f1_macro,3,120.0,299.34998038212456,13910,128,6,6955,6955,56,0.9933818833404742,0.989795,gas.csv,"LogisticRegression(C=34.18913071237968, max_iter=5000)","Index(['V9', 'V13', 'V14', 'V16', 'V19', 'V20', 'V22', 'V25', 'V26', 'V27',
       'V29', 'V35', 'V36', 'V37', 'V38', 'V42', 'V43', 'V45', 'V49', 'V52',
       'V54', 'V56', 'V58', 'V60', 'V63', 'V64', 'V66', 'V68', 'V70', 'V73',
       'V78', 'V80', 'V81', 'V82', 'V83', 'V84', 'V89', 'V91', 'V92', 'V94',
       'V98', 'V99', 'V100', 'V102', 'V103', 'V105', 'V106', 'V107', 'V108',
       'V110', 'V111', 'V114', 'V118', 'V124', 'V127', 'V128'],
      dtype='object')"
SKGENETICSOPT,gas-drift,multiclass,f1_macro,4,120.0,180.99279745022457,13910,128,6,6955,6955,75,0.992418814284769,0.988989,gas.csv,"LogisticRegression(C=11.23364885149411, max_iter=5000)","Index(['V5', 'V6', 'V7', 'V11', 'V15', 'V16', 'V17', 'V18', 'V19', 'V23',
       'V25', 'V27', 'V28', 'V30', 'V35', 'V38', 'V39', 'V40', 'V41', 'V42',
       'V43', 'V44', 'V48', 'V51', 'V55', 'V56', 'V57', 'V58', 'V60', 'V62',
       'V63', 'V64', 'V67', 'V68', 'V70', 'V74', 'V76', 'V77', 'V78', 'V80',
       'V81', 'V82', 'V83', 'V84', 'V85', 'V86', 'V88', 'V89', 'V90', 'V92',
       'V94', 'V95', 'V97', 'V98', 'V99', 'V100', 'V101', 'V102', 'V103',
       'V104', 'V107', 'V108', 'V110', 'V111', 'V112', 'V114', 'V118', 'V119',
       'V120', 'V121', 'V122', 'V123', 'V124', 'V125', 'V126'],
      dtype='object')"
SKGENETICSOPT,segment,multiclass,f1_macro,0,120.0,81.56913550694783,2310,19,7,1155,1155,10,0.9559779744313006,0.954538,segment.csv,"LogisticRegression(C=479.95179826217117, max_iter=5000)","Index(['region-centroid-row', 'hedge-mean', 'hedge-sd', 'rawblue-mean',
       'rawgreen-mean', 'exblue-mean', 'exgreen-mean', 'value-mean',
       'saturation-mean', 'hue-mean'],
      dtype='object')"
SKGENETICSOPT,segment,multiclass,f1_macro,1,120.0,93.37512938976288,2310,19,7,1155,1155,8,0.9572997182932955,0.952061,segment.csv,"LogisticRegression(C=1000.0, max_iter=5000)","Index(['region-centroid-col', 'region-centroid-row', 'vegde-sd',
       'rawblue-mean', 'exred-mean', 'exgreen-mean', 'saturation-mean',
       'hue-mean'],
      dtype='object')"
SKGENETICSOPT,segment,multiclass,f1_macro,2,120.0,55.56270733277003,2310,19,7,1155,1155,9,0.9571658654781776,0.951151,segment.csv,"LogisticRegression(C=81.09901336831906, max_iter=5000)","Index(['region-centroid-col', 'region-centroid-row', 'region-pixel-count',
       'vegde-sd', 'rawred-mean', 'exblue-mean', 'exgreen-mean',
       'saturation-mean', 'hue-mean'],
      dtype='object')"
